,Name,Diam,Class,H,time,type,PHA
501,2019 UN12,0.12,S*,21.96,-1,Apollo,Potentially
552,2021 NY1,0.119,S*,21.98,-1,Apollo,Potentially
569,2010 DF1,0.119,S*,21.98,-1,Apollo,Potentially
604,2017 GM4,0.118,S*,22.0,-1,Apollo,Potentially
1192,2012 FG58,0.118,S*,22.0,-1,Apollo,Potentially
945,2007 GQ3,0.118,S*,22.0,-1,Apollo,Potentially
455,2020 ST1,0.118,S*,22.0,-1,Amor,Potentially
668,2018 UQ1,0.116,S*,22.05,-1,Apollo,Potentially
906,1998 WB2,0.113,S*,22.1,-1,Apollo,Potentially
486,2019 CD5,0.112,S*,22.12,-1,Apollo,Potentially
484,2019 BF5,0.112,S*,21.67,-1,Apollo,Potentially
1281,2012 XS111,0.107,S*,22.21,-1,Aten,Potentially
1313,2013 NJ,0.104,S*,22.27,-1,Apollo,Potentially
